target_variable,RMSE_2_back,RMSE_1_back,RMSE_0_back,RMSE_1_ahead,RMSE_2_ahead,RMSE,MAE_2_back,MAE_1_back,MAE_0_back,MAE_1_ahead,MAE_2_ahead,MAE,q22020_2_back,q22020_1_back,q22020_0_back,q22020_1_ahead,q22020_2_ahead,variables,network,n_timesteps,train_episodes,batch_size,lr,decay,missings
x_world,0.02211604404237817,0.01691433540340094,0.01927758591206532,0.01628501821150605,0.014406626188421638,0.017799921951554425,0.016943310322565724,0.014816146178918743,0.013176808476999131,0.013070806237618223,0.011876354395384077,0.01397668512229718,-0.006123906001448631,-0.052244171500206,-0.1904153972864151,-0.20244200527668,-0.16112582385540009,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02567484758999065,0.02078322506870231,0.02180867768815277,0.017386407442130974,0.01545384539791766,0.020221400637378872,0.020074493796127524,0.018912156280079574,0.016090526034998758,0.01381553367633398,0.012274884659280987,0.01623351888936416,-0.0071864500641822815,-0.0454631969332695,-0.19630873203277588,-0.1920651197433472,-0.14690355956554413,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 100, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=1200, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.027417927773752158,0.0242848710860924,0.024877723161126082,0.02113574768697172,0.019118943075299585,0.023367042556648388,0.02290805214349176,0.021846284658730543,0.01872275787670161,0.01694643237408802,0.015840746915393222,0.01925285479368103,-0.006392257288098335,-0.06298563629388809,-0.25815635919570923,-0.2515314817428589,-0.20151486992836,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 100, batch_first=True)  (l_linear): Linear(in_features=1200, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.022603370063451703,0.017037917184246947,0.019991403731211454,0.016408291977222097,0.013834974833640459,0.017975191557954538,0.01737272001170264,0.014977198195194013,0.013224996570516637,0.01302045203319953,0.011667459540174315,0.014052565270157429,-0.006208419799804688,-0.05092895030975342,-0.18557924032211304,-0.17343807220458984,-0.12905851006507876,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.022085355003015943,0.017789554810743805,0.019615995156728086,0.014752030732388262,0.014201602932031506,0.018266571840230644,0.01730994861968099,0.01483943103940624,0.014546257261412732,0.015427778479380427,0.010588657298261727,0.013954473821026322,-0.007393508218228817,-0.04003331810235977,-0.18011729419231415,-0.17886455357074738,-0.09464792162179947,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (drop): Dropout(p=0.2, inplace=False)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.01994824607954835,0.015343257344141747,0.017628045013998946,0.0157535273839587,0.012695214692264908,0.016796439877110818,0.01627916024631265,0.011898488140215284,0.012793910254286342,0.012020212459244364,0.01099831488101208,0.013865544855935724,-0.00558311538770795,-0.05085225775837898,-0.1850924789905548,-0.1603456437587738,-0.1367168128490448,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (drop): Dropout(p=0.2, inplace=False)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.03539223447169282,0.03147172836399932,0.03148205135651061,0.03336105174254018,0.030607617447100083,0.02915396232383191,0.020086414475963186,0.03299324185998221,0.03232891916371565,0.03331669360210799,0.027365914601244053,0.02300048693181532,0.020181037485599518,0.006582111120223999,0.026712927967309952,0.010010816156864166,0.0008313655853271482,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (drop): Dropout(p=0.2, inplace=False)  (sigmoid): Hardsigmoid()  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.049605067516216204,0.031994641376154584,0.057157411178296785,0.05104431601792518,0.04412155772323136,0.04167876580090428,0.02838934097716145,0.037023226386007926,0.0363839932018573,0.036768402098770456,0.035207611545040686,0.03255336096570606,0.02370893768966198,0.06169091910123825,0.043365478515625,0.023479098454117768,0.007783850654959678,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (drop): Dropout(p=0.2, inplace=False)  (sigmoid): LogSigmoid()  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.023065813519577292,0.017915546955043604,0.02004820533740181,0.01748064485667311,0.01561738205935055,0.017779909157915642,0.016195195164346983,0.012670571706466596,0.012388177467587668,0.013339639244440251,0.011609703622761742,0.015358723689108518,-0.00026626884937286377,-0.05457068979740143,-0.2547757625579834,-0.1677793264389038,-0.12928730249404907,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (drop): Dropout(p=0.2, inplace=False)  (l_linear2): Linear(in_features=240, out_features=10, bias=True)  (l_linear): Linear(in_features=10, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.0237103233685966,0.015304523892965046,0.020767658190028373,0.021226450618665026,0.014287968658733772,0.017941257231375192,0.018157256037056483,0.0175440479622856,0.014343382561734659,0.012189014691540092,0.01631142324847781,0.014114251175659032,-0.01750287413597107,-0.05851754546165466,-0.18285371363162994,-0.15565583109855652,-0.1339474320411682,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (drop): Dropout(p=0.2, inplace=False)  (l_linear2): Linear(in_features=240, out_features=10, bias=True)  (l_linear): Linear(in_features=10, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.022571239660171945,0.017123054202846936,0.020514035865226737,0.016699069263770603,0.014672487285687985,0.018315977255540843,0.017784380821304697,0.015360025124839891,0.013676554585993523,0.013697371207180993,0.012526887922418064,0.014609043932347434,-0.005800612270832062,-0.05193032324314117,-0.18813437223434448,-0.1836162507534027,-0.1398942768573761,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (l_linear2): Linear(in_features=240, out_features=10, bias=True)  (l_linear): Linear(in_features=10, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.020247736590197653,0.018019497998129325,0.018185359593467915,0.016627133101958774,0.014339952642412897,0.017768289800977582,0.016556609099438797,0.014167615801437843,0.013349066990566507,0.013988667088963251,0.011532707194135818,0.013630076527525651,-0.004900053143501282,-0.055985365062952035,-0.1991872936487198,-0.14784952998161316,-0.1277361959218979,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (drop): Dropout(p=0.1, inplace=False)  (l_linear2): Linear(in_features=240, out_features=10, bias=True)  (l_linear): Linear(in_features=10, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.01937632360969092,0.017295362951550042,0.02111478006706691,0.0193164349140778,0.014867558905033081,0.017273804164368762,0.015464183355475974,0.012563955773547507,0.015566365597049778,0.015179434304058909,0.012784221509046852,0.014045327827727595,-0.009021930396556854,-0.06431705504655838,-0.17630299925804138,-0.18039995431900024,-0.12952563166618347,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (drop): Dropout(p=0.1, inplace=False)  (l_linear2): Linear(in_features=360, out_features=10, bias=True)  (l_linear): Linear(in_features=10, out_features=1, bias=True))",18,200,30,0.01,0.98,0.0
x_world,0.02511725321453459,0.02504306270408244,0.025396703282102518,0.02059590895473444,0.024151155593475082,0.025076491366379787,0.020331058972591826,0.021646688880608573,0.020683837577644224,0.019821305840339736,0.021133516305202903,0.0210862430845134,0.012170180678367616,-0.0019112229347229004,-0.005452916026115418,0.0002548098564147949,-0.006147414445877075,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (drop): Dropout(p=0.1, inplace=False)  (l_linear2): Linear(in_features=240, out_features=10, bias=True)  (l_linear): Linear(in_features=10, out_features=1, bias=True))",12,200,60,0.01,0.98,0.0
x_world,0.020460048801440242,0.016242018885091452,0.01892806347409941,0.01778825752551276,0.015438209514066091,0.017107678132050882,0.016981149292079303,0.014443267104830581,0.013050941162362424,0.01521125867005241,0.012717921821239644,0.013969119708533914,-0.00350278988480568,-0.050006892532110214,-0.2109274715185165,-0.1818084418773651,-0.18293163180351246,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (drop): Dropout(p=0.1, inplace=False)  (l_linear2): Linear(in_features=240, out_features=10, bias=True)  (l_linear): Linear(in_features=10, out_features=1, bias=True))",12,200,20,0.01,0.98,0.0
x_world,0.02439926032584348,0.016125227267734073,0.02342153243588882,0.014907462981311681,0.015620560025135882,0.01813275565755809,0.017571003798304525,0.016170154715952345,0.012201224942079843,0.012977940777963921,0.011699395714061063,0.014928575018411156,-0.014359131455421446,-0.05538511276245117,-0.22292479872703552,-0.1851421445608139,-0.15698134899139404,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (drop): Dropout(p=0.1, inplace=False)  (l_linear2): Linear(in_features=240, out_features=10, bias=True)  (l_linear): Linear(in_features=10, out_features=1, bias=True))",12,200,30,0.01,0.99,0.0
x_world,0.01637066589941331,0.012773519370325136,0.01734570300564401,0.013989607849700164,0.01361716584842117,0.01481933239470076,0.01166342443747409,0.010758676452580657,0.01371883747424213,0.011938172515736992,0.011356750792632805,0.011887172334533336,-0.010883670300245285,-0.03327651694417,-0.09531140327453612,-0.02369087748229504,-0.0049542952328920364,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.1,0.98,0.0
x_world,0.02565242775205662,0.025476777928864342,0.025327058526930603,0.025132206931143132,0.024926300812833733,0.025302954390365683,0.022154536020486504,0.022096219261785725,0.021819885343256826,0.02162992148202128,0.02149632618570649,0.02183937765865137,0.013285715132951736,0.00765688344836235,-0.001944955438375473,-0.00015558209270238876,0.003089502453804016,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.001,0.98,0.0
x_world,0.02286387062756877,0.017476399479024192,0.01934923217392627,0.016492891348416874,0.014404557046617257,0.01811739013511068,0.017217955686743804,0.014876415609192657,0.012951776595539009,0.013227776585193323,0.011747279032313105,0.014004240701796379,-0.005996350198984146,-0.0606437548995018,-0.2181936502456665,-0.19532939791679385,-0.16172796487808228,"['bci_jp', 'x_nl', 'x_it', 'x_br', 'ipi_de', 'ipi_ru', 'rti_vol_fr', 'constr_ca', 'bci_nl', 'export_orders_de', 'fc_x_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.022476286192997446,0.02085895544882896,0.02372037010054327,0.022319365035161937,0.015574169077758855,0.02098982917105809,0.015790960366901242,0.015314801534283272,0.016791062976297216,0.01712182313142029,0.012031111091359594,0.015409951820052325,0.010039621964097023,-0.07842167466878891,-0.33196431398391724,-0.1314276158809662,-0.10553443431854248,"['x_vol_afr', 'manuf_emp_fut_it', 'bci_uk', 'export_orders_us', 'x_fr', 'x_nl', 'x_za', 'manuf_ba_conf_nl', 'serv_conf_fr', 'ipi_br', 'x_it']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.022953440651309685,0.022566119288686626,0.01641477221408128,0.013747196405999336,0.013035296945335059,0.017743365101082396,0.01795415416205628,0.01941258687578807,0.014108813205132568,0.010793387150744365,0.010863919222685493,0.014626572123281353,0.0017991466447710989,-0.09857815504074097,-0.20142507553100586,-0.1825447976589203,-0.1551624834537506,"['ipi_oecd', 'x_cn', 'x_uk', 'x_br', 'x_ca', 'x_sg', 'export_orders_us', 'rti_val_us', 'x_servs_us', 'x_briics', 'manuf_emp_fut_nl']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.022102154211697526,0.015212411313642331,0.0169172626019262,0.011253904743324356,0.009291180320819842,0.01495538263828205,0.018806047790233232,0.012404981691466064,0.01393900932538232,0.009941286762431865,0.008545410712161599,0.012727347256335014,0.003679065965116024,-0.029559258371591568,-0.10724559426307677,-0.11560827493667605,-0.09272080659866333,"['x_ru', 'manuf_ba_conf_de', 'x_oecd', 'manuf_emp_fut_it', 'manuf_orders_de', 'x_cn']","MV_LSTM(  (l_lstm): LSTM(6, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02910157826720425,0.024390185495920987,0.019997880645459227,0.015849917494997628,0.012033296086623084,0.020274571598041042,0.022174626893334968,0.0200906289531938,0.015899226053860887,0.012646361259818956,0.007276830872035575,0.015617534806448837,0.005557981785386801,-0.08912945538759233,-0.22138965129852287,-0.07953578978776933,-0.06575540453195572,"['export_orders_nl', 'x_briics', 'bci_br', 'manuf_ba_conf_pl', 'ipi_it', 'x_cn', 'export_orders_fr', 'x_za', 'pmi_manuf_us', 'rti_vol_us', 'x_uv_world', 'serv_conf_nl', 'manuf_emp_fut_nl', 'ipi_cn']","MV_LSTM(  (l_lstm): LSTM(14, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02704613221269972,0.020043321302834653,0.019974005972780373,0.020889496988176368,0.012031937459416456,0.01999697878718152,0.02318723825961743,0.01793758038078596,0.016219520245627284,0.01296837132565323,0.008093361182079001,0.015681214278752582,0.023090353235602386,-0.04338952526450157,-0.2591885030269623,-0.10192827880382538,-0.0328822024166584,"['fc_gdp_oecd', 'manuf_ba_conf_it', 'bci_kr', 'manuf_ba_conf_pl', 'serv_conf_fr', 'rti_val_us', 'x_za', 'bci_nl', 'fc_x_jp', 'x_mx', 'ipi_oecd', 'cci_de', 'ipi_jp', 'manuf_orders_fr', 'x_vol_afr', 'manuf_orders_de', 'fc_gdp_de', 'x_briics', 'constr_ca']","MV_LSTM(  (l_lstm): LSTM(19, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.021807315788987147,0.022594921312536,0.017159007224537445,0.01611646899340259,0.015639702307467543,0.018663483125386147,0.01587441881939897,0.018758412835335296,0.01349398711460856,0.013925044301740424,0.012236469927486162,0.014857666599713881,-0.011162169277668001,-0.07497397810220717,-0.10918838530778883,-0.08915217220783234,-0.0734735056757927,"['manuf_emp_fut_it', 'ipi_jp', 'x_jp', 'p_manuf', 'serv_conf_fr', 'manuf_orders_nl', 'adv_rti_us', 'pmi_manuf_us', 'air_freight_hkg', 'fc_x_de', 'x_nl', 'bci_de', 'export_orders_de', 'manuf_ba_conf_it']","MV_LSTM(  (l_lstm): LSTM(14, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.0243234083833115,0.02321419301591488,0.01416274983620541,0.014300618353330085,0.012833909747761735,0.017766975867304722,0.020865089961692413,0.01941280144943632,0.011216947143279374,0.010520951155731395,0.009254970320921223,0.014254152006212144,-0.011839505285024643,-0.10895666480064392,-0.2078751027584076,-0.17859584093093872,-0.145144984126091,"['x_jp', 'x_cn_2', 'manuf_emp_fut_nl', 'x_uk', 'ipi_ru', 'fc_x_nl', 'ipi_jp', 'manuf_ba_conf_ch', 'manuf_shipments_us', 'fc_x_de', 'manuf_orders_us_2', 'x_sg', 'serv_conf_fr', 'x_vol_world', 'ind_orders_ez']","MV_LSTM(  (l_lstm): LSTM(15, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02234518545063006,0.02460065377621889,0.02251134399616879,0.018897765272940008,0.015827760228207297,0.020836541744833008,0.01955466623464361,0.016996805400982768,0.017419453097393574,0.014971860483331313,0.012895975303764002,0.016367752104023053,-0.015763655304908752,-0.1327056884765625,-0.15745823085308075,-0.1326128989458084,-0.11509377509355545,"['manuf_ba_conf_ch', 'fc_x_de', 'manuf_emp_fut_de', 'x_cn_2', 'manuf_ba_conf_pl', 'export_orders_us', 'adv_rti_us', 'x_uk', 'manuf_ba_conf_de', 'pmi_manuf_us']","MV_LSTM(  (l_lstm): LSTM(10, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
